Rep Detail Report: Chapel Conley,,,,,,,,,,,,,,
Generated: 2025-12-18 06:44:57,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
================================================================================,,,,,,,,,,,,,,
SUMMARY METRICS,,,,,,,,,,,,,,
================================================================================,,,,,,,,,,,,,,
Total Accounts (after alignment):,Total 2024 Revenue: ,Total 2025 Revenue:,Accounts Removed (Floor):,Revenue Removed (Floor): ,Final Accounts (Keeping):,Final Revenue (Keeping):,Zero Revenue Accounts:,Zero Revenue New 2025 Accounts: ,,,,,,
174,1421694.73,1617986.54,53,28271.98,121,1589714.56,40,3,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
================================================================================,,,,,,,,,,,,,,
BREAKDOWN BY SEGMENT,,,,,,,,,,,,,,
================================================================================,,,,,,,,,,,,,,
,Accounts,Revenue,Removed,,,,,,,,,,
Group 1 High Potential: ,21,823323.67,0,,,,,,,,,,
Group 2 Medium Potential: ,42,303203.64,0,,,,,,,,,,
Group 2 High Potential: ,29,275157.1,0,,,,,,,,,,
Group 1 Medium Potential: ,7,173836.85,0,,,,,,,,,,
Group 3 Medium Potential: ,24,31623.98,16,,,,,,,,,,
Group 3 High Potential: ,6,4441.0,1,,,,,,,,,,
Group 2 Low Potential: ,1,3402.0,0,,,,,,,,,,
Group 3 Low Potential: ,44,2998.3,36,,,,,,,,,,
Totals,174,1617986.54,53,,,,,,,,,,
,,,,,,,,,,,,,,
================================================================================,,,,,,,,,,,,,,
GROUP 1 (HIGH REVENUE) - KEEPING: 28 accounts | 997160.52 revenue,,,,,,,,,,,,,,
================================================================================,,,,,,,,,,,,,,
Account_ID,Account_Name,Segment,Sub_Segment,Total_Rev_2024,Total_Rev_2025,Orders_2024,Orders_2025,Revenue_Tier,Potential_Tier,Segment_Label,Customer_Since_Date,Is_New_2025,Composite_Score,Floor_Removed
1003012,High Camp Home,RETAIL,SINGLE_LOCATION,0.0,7771.5,0,1,MID_REVENUE,MID_POTENTIAL,Group 2 Medium Potential,8/2/2024,FALSE,50.5,FALSE
1012989,Design Bar,RETAIL,SINGLE_LOCATION,34108.46,7638.0,18,7,MID_REVENUE,MID_POTENTIAL,Group 2 Medium Potential,1/24/2020,FALSE,65.7,FALSE
1005136,Elena Calabrese,DESIGN,DESIGN_FIRM,847.0,7415.4,3,3,MID_REVENUE,HIGH_POTENTIAL,Group 2 High Potential,10/20/2019,FALSE,73.0,FALSE
1011905,EM Design dba Fletcher Rhodes,DESIGN,DESIGN_FIRM,0.0,7169.0,0,3,MID_REVENUE,MID_POTENTIAL,Group 2 Medium Potential,2/7/2020,FALSE,63.3,FALSE
1023546,Aspen Leaf Interiors,DESIGN,DESIGN_FIRM,0.0,7110.55,0,5,MID_REVENUE,MID_POTENTIAL,Group 2 Medium Potential,4/6/2023,FALSE,65.3,FALSE
1002778,Molie Malone Interiors,DESIGN,DESIGNER_INDEPENDENT,3298.0,7083.0,2,6,MID_REVENUE,HIGH_POTENTIAL,Group 2 High Potential,4/13/2020,FALSE,73.1,FALSE
1023825,"Henry Mae, LLC",DESIGN,DESIGN_FIRM,2591.0,6953.0,2,8,MID_REVENUE,HIGH_POTENTIAL,Group 2 High Potential,2/27/2023,FALSE,71.9,FALSE
1011716,Interior Design by JJH,DESIGN,DESIGN_FIRM,12840.5,6856.0,8,6,MID_REVENUE,MID_POTENTIAL,Group 2 Medium Potential,1/7/2020,FALSE,48.5,FALSE
1009134,AYI and Associates formerly +Olive,DESIGN,DESIGN_FIRM,9088.6,6456.0,9,4,MID_REVENUE,MID_POTENTIAL,Group 2 Medium Potential,10/8/2019,FALSE,66.2,FALSE
1007282,Giorgi Bros. Furniture,RETAIL,SINGLE_LOCATION,5815.0,6379.5,4,3,MID_REVENUE,MID_POTENTIAL,Group 2 Medium Potential,3/20/2020,FALSE,64.4,FALSE
1017239,Studio seventy-nine interiors,DESIGN,DESIGN_FIRM,0.0,6183.0,0,3,MID_REVENUE,MID_POTENTIAL,Group 2 Medium Potential,9/10/2020,FALSE,63.6,FALSE
1002101,Laura Fryer Design,DESIGN,DESIGNER_INDEPENDENT,2185.0,6095.0,1,5,MID_REVENUE,HIGH_POTENTIAL,Group 2 High Potential,1/3/2020,FALSE,86.1,FALSE
1007585,"Harvest Furniture, Inc.",RETAIL,SINGLE_LOCATION,13517.0,5766.0,19,6,MID_REVENUE,MID_POTENTIAL,Group 2 Medium Potential,12/30/2019,FALSE,67.1,FALSE
1011677,DLB Design,DESIGN,DESIGN_FIRM,0.0,5709.0,0,1,MID_REVENUE,MID_POTENTIAL,Group 2 Medium Potential,2/24/2020,FALSE,59.4,FALSE
1017023,ABODE - CAL,RETAIL,SINGLE_LOCATION,6118.8,5646.5,3,3,MID_REVENUE,HIGH_POTENTIAL,Group 2 High Potential,8/21/2020,FALSE,71.3,FALSE
1019038,Plan A Design Group LLC,DESIGN,DESIGNER_INDEPENDENT,9340.0,5620.5,6,4,MID_REVENUE,MID_POTENTIAL,Group 2 Medium Potential,3/30/2021,FALSE,67.0,FALSE
1022760,SILVER ASPEN INTERIORS,RETAIL,SINGLE_LOCATION,0.0,5542.0,0,3,MID_REVENUE,HIGH_POTENTIAL,Group 2 High Potential,10/7/2022,FALSE,70.1,FALSE
1011086,Jeffrey Neve Interior Design,DESIGN,DESIGN_FIRM,23527.2,5438.86,9,9,MID_REVENUE,MID_POTENTIAL,Group 2 Medium Potential,11/1/2021,FALSE,65.5,FALSE
1010602,Urban 57,RETAIL,SINGLE_LOCATION,1525.67,5409.0,1,3,MID_REVENUE,HIGH_POTENTIAL,Group 2 High Potential,7/1/2019,FALSE,81.1,FALSE
1018611,Finds Design & Decor,RETAIL,SINGLE_LOCATION,8399.9,4953.0,11,9,MID_REVENUE,MID_POTENTIAL,Group 2 Medium Potential,3/17/2021,FALSE,60.0,FALSE
1020398,Kelly Archer Interiors,RETAIL,SINGLE_LOCATION,7689.0,4933.0,14,6,MID_REVENUE,MID_POTENTIAL,Group 2 Medium Potential,1/3/2022,FALSE,62.9,FALSE
