Rep Detail Report: Lauren Smith,,,,,,,,,,,,,,
Generated: 2025-12-18 06:44:57,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
================================================================================,,,,,,,,,,,,,,
SUMMARY METRICS,,,,,,,,,,,,,,
================================================================================,,,,,,,,,,,,,,
Total Accounts (after alignment):,Total 2024 Revenue: ,Total 2025 Revenue:,Accounts Removed (Floor):,Revenue Removed (Floor): ,Final Accounts (Keeping):,Final Revenue (Keeping):,Zero Revenue Accounts:,Zero Revenue New 2025 Accounts: ,,,,,,
214,1678063.5,1623756.33,69,32013.52,145,1591742.81,58,0,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
================================================================================,,,,,,,,,,,,,,
BREAKDOWN BY SEGMENT,,,,,,,,,,,,,,
================================================================================,,,,,,,,,,,,,,
,Accounts,Revenue,Removed,,,,,,,,,,
Group 1 High Potential: ,22,847817.29,0,,,,,,,,,,
Group 2 Medium Potential: ,50,362619.77,0,,,,,,,,,,
Group 2 High Potential: ,22,191065.0,0,,,,,,,,,,
Group 1 Medium Potential: ,7,167257.06,0,,,,,,,,,,
Group 3 Medium Potential: ,38,43782.96,27,,,,,,,,,,
Group 3 High Potential: ,7,6727.05,1,,,,,,,,,,
Group 3 Low Potential: ,68,4487.2,41,,,,,,,,,,
Totals,214,1623756.33,69,,,,,,,,,,
,,,,,,,,,,,,,,
================================================================================,,,,,,,,,,,,,,
GROUP 1 (HIGH REVENUE) - KEEPING: 29 accounts | 1015074.35 revenue,,,,,,,,,,,,,,
================================================================================,,,,,,,,,,,,,,
Account_ID,Account_Name,Segment,Sub_Segment,Total_Rev_2024,Total_Rev_2025,Orders_2024,Orders_2025,Revenue_Tier,Potential_Tier,Segment_Label,Customer_Since_Date,Is_New_2025,Composite_Score,Floor_Removed
1005076,Copper Leaf Interiors,DESIGN,DESIGN_FIRM,11033.8,4908.9,11,7,MID_REVENUE,MID_POTENTIAL,Group 2 Medium Potential,1/14/2020,FALSE,64.6,FALSE
1000452,Parisa's Decorative Rugs Inc.,RETAIL,SINGLE_LOCATION,3062.0,4873.0,2,4,MID_REVENUE,MID_POTENTIAL,Group 2 Medium Potential,1/14/2020,FALSE,57.1,FALSE
1037909,Knob Hill Design,RETAIL,SINGLE_LOCATION,0.0,4668.0,0,3,MID_REVENUE,HIGH_POTENTIAL,Group 2 High Potential,9/15/2025,TRUE,55.4,FALSE
1007409,Stonewood Interiors,DESIGN,DESIGN_FIRM,14064.9,4600.0,8,3,MID_REVENUE,MID_POTENTIAL,Group 2 Medium Potential,10/1/2020,FALSE,57.9,FALSE
1005192,Meera Thomas Interiors,DESIGN,DESIGN_FIRM,4880.0,4370.0,4,4,MID_REVENUE,MID_POTENTIAL,Group 2 Medium Potential,2/4/2020,FALSE,53.9,FALSE
1011004,"Wayne Simpson Architect, Inc.",DESIGN,DESIGN_FIRM,926.0,4335.0,2,4,MID_REVENUE,HIGH_POTENTIAL,Group 2 High Potential,2/10/2020,FALSE,78.7,FALSE
1009504,"Kate Lee Designs, LLC",DESIGN,DESIGN_FIRM,-644.84,4185.0,4,6,MID_REVENUE,MID_POTENTIAL,Group 2 Medium Potential,4/3/2020,FALSE,67.7,FALSE
1017361,Kat Robbins Interiors,DESIGN,DESIGN_FIRM,2336.0,4141.0,2,4,MID_REVENUE,MID_POTENTIAL,Group 2 Medium Potential,12/12/2020,FALSE,58.9,FALSE
1025565,FUNCY DECOR LLC,RETAIL,SINGLE_LOCATION,0.0,4100.0,0,1,MID_REVENUE,MID_POTENTIAL,Group 2 Medium Potential,11/26/2024,FALSE,54.7,FALSE
1007361,JAB Design Group,DESIGN,DESIGN_FIRM,3900.0,4044.5,2,6,MID_REVENUE,HIGH_POTENTIAL,Group 2 High Potential,7/30/2020,FALSE,72.1,FALSE
1000825,Grossman Furniture,RETAIL,SINGLE_LOCATION,580.0,3680.0,1,3,MID_REVENUE,MID_POTENTIAL,Group 2 Medium Potential,6/20/2020,FALSE,58.5,FALSE
1007190,Dee Hurford Designs,DESIGN,DESIGNER_INDEPENDENT,995.6,3548.0,3,1,MID_REVENUE,HIGH_POTENTIAL,Group 2 High Potential,2/20/2020,FALSE,79.4,FALSE
1021529,Tara Ryan Designs,DESIGN,DESIGN_FIRM,5005.0,3545.0,1,1,MID_REVENUE,MID_POTENTIAL,Group 2 Medium Potential,4/4/2022,FALSE,60.7,FALSE
1019878,"Europa Interiors and Gifts, LLC",RETAIL,SINGLE_LOCATION,500.0,3408.0,1,6,MID_REVENUE,MID_POTENTIAL,Group 2 Medium Potential,8/18/2021,FALSE,66.4,FALSE
1026564,PerLora,RETAIL,MULTIPLE_LOCATIONS,2940.0,3337.0,2,3,MID_REVENUE,MID_POTENTIAL,Group 2 Medium Potential,3/20/2024,FALSE,61.3,FALSE
